# text = increase and decrease in volume or pitch, as if in waves; 
# id = 00581355-v-1
# type = def
1	increase	wf	VB	increase%1|increase%2	increase%2:30:02::	man	0:8
4	abstract	wf	JJ	abstract%1|abstract%2|abstract%3	abstract%5:00:00:nonrepresentational:00	man	14:22
5	painter	wf	NN	painter%1	painter%1:18:00::	man	23:30
6	influenced	wf	VBN	influence%2	_	un	31:41
7	by	wf	IN	by	_	ignore	42:44
8	oriental	wf	JJ	oriental%3	oriental%5:00:00:eastern:01	auto	45:53
9	calligraphy	wf	NN	calligraphy%1	calligraphy%1:10:00::	auto	54:65
10	_	aux	_	_	_	ignore	_
11	(	wf	punc	_	_	ignore	66:67
12	_	mwf	_	_	_	_	_
13	1890	wf	CD	1890	_	ignore	67:71
14	1976	wf	CD	1976	_	ignore	72:76
15	_	mwf	_	_	_	_	_
16	)	wf	punc	_	_	ignore	76:77
17	_	aux	_	_	_	_	_

# text = French political writer noted for his analysis of American institutions (1805-1859)
# id = 11344337-n-1
# type = def
1	French	wf	JJ	French%1|French%2|French%3	french%3:01:00::	man	0:6
2	political	wf	JJ	political%3	_	un	7:16
3	writer	wf	NN	writer%1	writer%1:18:00::	man	17:23
4	noted	wf	VBN	note%2|noted%3	note%2:32:00::	man	24:29
5	for	wf	IN	for	_	ignore	30:33
6	his	wf	PRP$	his	_	ignore	34:37
7	analysis	wf	NN	analysis%1	_	un	38:46
8	of	wf	IN	of	_	ignore	47:49
9	American	wf	JJ	American%1|American%3	american%3:01:01::	man	50:58
10	institutions	wf	NNS	institution%1	institution%1:09:00::	man	59:71
11	_	aux	_	_	_	ignore	_
12	(	wf	punc	_	_	ignore	72:73
13	_	mwf	_	_	_	_	_
14	1805	wf	CD	1805	_	ignore	73:77
15	1859	wf	CD	1859	_	ignore	78:82
16	_	mwf	_	_	_	_	_
17	)	wf	punc	_	_	ignore	82:83
18	_	aux	_	_	_	_	_

# text = Yugoslav statesman who led the resistance to German occupation during World War II and established a communist state after the war (1892-1980)
# id = 11343625-n-1
# type = def
1	Yugoslav	wf	JJ	Yugoslav%1|Yugoslav%3	yugoslav%3:01:00::	man	0:8
2	statesman	wf	NN	statesman%1	statesman%1:18:00::	auto	9:18
3	who	wf	WP	who	_	ignore	19:22
4	led	wf	VBD	lead%2	_	un	23:26
5	the	wf	DT	the	_	ignore	27:30
6	resistance	wf	NN	resistance%1	resistance%1:04:00::	man	31:41
7	to	wf	TO	to	_	ignore	42:44
8	German	wf	JJ	German%1|German%3	german%3:01:00::	man	45:51
9	occupation	wf	NN	occupation%1	occupation%1:04:02::	man	52:62
10	during	wf	IN	during	_	ignore	63:69
11	_	glob|a	_	World_War_II%1	world_war_ii%1:04:00::	auto	_
12	World	cf|a	NNP	World	_	un	70:75
13	War	cf|a	NNP	War	_	un	76:79
14	II	cf|a	NNP	II%1	_	un	80:82
15	and	wf	CC	and	_	ignore	83:86
16	established	wf	VBD	establish%2|established%3	_	un	87:98
17	a	wf	DT	a	_	ignore	99:100
18	communist	wf	JJ	communist%1|communist%3	communist%3:01:00::	man	101:110
19	state	wf	NN	state%1|state%2	state%1:14:00::	man	111:116
20	after	wf	IN	after%3|after%4	_	un	117:122
21	the	wf	DT	the	_	ignore	123:126
22	war	wf	NN	war%1|war%2	war%1:04:00::	man	127:130
23	_	aux	_	_	_	ignore	_
24	(	wf	punc	_	_	ignore	131:132
25	_	mwf	_	_	_	_	_
26	1892	wf	CD	1892	_	ignore	132:136
27	1980	wf	CD	1980	_	ignore	137:141
28	_	mwf	_	_	_	_	_
29	)	wf	punc	_	_	ignore	141:142
30	_	aux	_	_	_	_	_

# text = Scottish chemist noted for his research into the structure of nucleic acids (born in 1907)
# id = 11344549-n-1
# type = def
1	Scottish	wf	JJ	Scottish%1|Scottish%3	scottish%3:01:00::	man	0:8
2	chemist	wf	NN	chemist%1	chemist%1:18:00::	man	9:16
3	noted	wf	VBN	note%2|noted%3	note%2:32:00::	man	17:22
4	for	wf	IN	for	_	ignore	23:26
5	his	wf	PRP$	his	_	ignore	27:30
6	research	wf	NN	research%1|research%2	research%1:04:00::	man	31:39
7	into	wf	IN	into	_	ignore	40:44
8	the	wf	DT	the	_	ignore	45:48
9	structure	wf	NN	structure%1|structure%2	structure%1:07:00::	man	49:58
10	of	wf	IN	of	_	ignore	59:61
11	_	glob|a	_	nucleic_acid%1	nucleic_acid%1:27:00::	auto	_
12	nucleic	cf|a	JJ	nucleic	_	un	62:69
13	acids	cf|a	NNS	acid%1	_	un	70:75
14	_	aux	_	_	_	ignore	_
15	(	wf	punc	_	_	ignore	76:77
16	_	mwf	_	_	_	_	_
17	born	wf	VBN	bear%2|born%3	_	un	77:81
18	in	wf	IN	in	_	ignore	82:84
19	1907	wf	CD	1907	_	ignore	85:89
20	_	mwf	_	_	_	_	_
21	)	wf	punc	_	_	ignore	89:90
22	_	aux	_	_	_	_	_

# text = United States writer remembered as the secretary and companion of Gertrude Stein (1877-1967)
# id = 11345017-n-1
# type = def
1	_	glob|b	_	United_States%1	_	un	_
2	United	cf|b	NNP	United	_	un	0:6
3	States	cf|b	NNP	State%1	_	un	7:13
4	writer	wf	NN	writer%1	writer%1:18:00::	man	14:20
5	remembered	wf	VBN	remember%2	_	un	21:31
6	as	wf	IN	as	_	ignore	32:34
7	the	wf	DT	the	_	ignore	35:38
8	secretary	wf	NN	secretary%1	secretary%1:18:00::	man	39:48
9	and	wf	CC	and	_	ignore	49:52
10	companion	wf	NN	companion%1|companion%2	companion%1:18:00::	man	53:62
11	of	wf	IN	of	_	ignore	63:65
12	_	glob|a	_	Gertrude_Stein%1	gertrude_stein%1:18:00::	auto	_
13	Gertrude	cf|a	NNP	Gertrude	_	un	66:74
14	Stein	cf|a	NNP	Stein%1	_	un	75:80
15	_	aux	_	_	_	ignore	_
16	(	wf	punc	_	_	ignore	81:82
17	_	mwf	_	_	_	_	_
18	1877	wf	CD	1877	_	ignore	82:86
19	1967	wf	CD	1967	_	ignore	87:91
20	_	mwf	_	_	_	_	_
21	)	wf	punc	_	_	ignore	91:92
22	_	aux	_	_	_	_	_

# text = British philologist and writer of fantasies (born in South Africa) (1892-1973)
# id = 11345181-n-1
# type = def
1	British	wf	JJ	British%1|British%3	british%3:01:00::	man	0:7
2	philologist	wf	NN	philologist%1	philologist%1:18:00::	auto	8:19
3	and	wf	CC	and	_	ignore	20:23
4	writer	wf	NN	writer%1	writer%1:18:00::	man	24:30
5	of	wf	IN	of	_	ignore	31:33
6	fantasies	wf	NNS	fantasy%1|fantasy%2	fantasy%1:10:00::	man	34:43
7	(	wf	punc	_	_	ignore	44:45
8	born	wf	VBN	bear%2|born%3	bear%2:29:01::	man	45:49
9	in	wf	IN	in	_	ignore	50:52
10	_	glob|a	_	South_Africa%1	south_africa%1:15:00::	auto	_
11	South	cf|a	NNP	South%1	_	un	53:58
12	Africa	cf|a	NNP	Africa%1	_	un	59:65
13	)	wf	punc	_	_	ignore	65:66
14	_	aux	_	_	_	ignore	_
15	(	wf	punc	_	_	ignore	67:68
16	_	mwf	_	_	_	_	_
17	1892	wf	CD	1892	_	ignore	68:72
18	1973	wf	CD	1973	_	ignore	73:77
19	_	mwf	_	_	_	_	_
20	)	wf	punc	_	_	ignore	77:78
21	_	aux	_	_	_	_	_

# text = Spanish dramatist who wrote the first dramatic treatment of the legend of Don Juan (1571-1648)
# id = 11343333-n-1
# type = def
1	Spanish	wf	JJ	Spanish%1|Spanish%3	_	un	0:7
2	dramatist	wf	NN	dramatist%1	dramatist%1:18:00::	auto	8:17
3	who	wf	WP	who	_	ignore	18:21
4	wrote	wf	VBD	write%2	_	un	22:27
5	the	wf	DT	the	_	ignore	28:31
6	first	wf	JJ	first%1|first%3|first%4	_	un	32:37
7	dramatic	wf	JJ	dramatic%3	dramatic%3:01:00::	man	38:46
8	treatment	wf	NN	treatment%1	treatment%1:07:00::	man	47:56
9	of	wf	IN	of	_	ignore	57:59
10	the	wf	DT	the	_	ignore	60:63
11	legend	wf	NN	legend%1	legend%1:10:01::	man	64:70
12	of	wf	IN	of	_	ignore	71:73
13	_	glob|a	_	Don_Juan%1	don_juan%1:18:00::	man	_
14	Don	cf|a	NNP	Don%1	_	un	74:77
15	Juan	cf|a	NNP	Juan	_	un	78:82
16	_	aux	_	_	_	ignore	_
17	(	wf	punc	_	_	ignore	83:84
18	_	mwf	_	_	_	_	_
19	1571	wf	CD	1571	_	ignore	84:88
20	1648	wf	CD	1648	_	ignore	89:93
21	_	mwf	_	_	_	_	_
22	)	wf	punc	_	_	ignore	93:94
23	_	aux	_	_	_	_	_

# text = United States astronomer who discovered the planet Pluto (1906-1997)
# id = 11345539-n-1
# type = def
1	_	glob|a	_	United_States%1	_	un	_
2	United	cf|a	NNP	United	_	un	0:6
3	States	cf|a	NNP	State%1	_	un	7:13
4	astronomer	wf	NN	astronomer%1	astronomer%1:18:00::	auto	14:24
5	who	wf	WP	who	_	ignore	25:28
6	discovered	wf	VBN	discover%2|discovered%3	_	un	29:39
7	the	wf	DT	the	_	ignore	40:43
8	planet	wf	NN	planet%1	planet%1:17:01::	man	44:50
9	Pluto	wf	NNP	Pluto%1	pluto%1:17:00::	man	51:56
10	_	aux	_	_	_	ignore	_
11	(	wf	punc	_	_	ignore	57:58
12	_	mwf	_	_	_	_	_
13	1906	wf	CD	1906	_	ignore	58:62
14	1997	wf	CD	1997	_	ignore	63:67
15	_	mwf	_	_	_	_	_
16	)	wf	punc	_	_	ignore	67:68
17	_	aux	_	_	_	_	_

# text = Italian physicist who invented the mercury barometer (1608-1647)
# id = 11346110-n-1
# type = def
1	Italian	wf	JJ	Italian%1|Italian%3	_	un	0:7
2	physicist	wf	NN	physicist%1	physicist%1:18:00::	auto	8:17
3	who	wf	WP	who	_	ignore	18:21
4	invented	wf	VBN	invent%2	invent%2:36:00::	man	22:30
5	the	wf	DT	the	_	ignore	31:34
6	_	glob|a	_	mercury_barometer%1	mercury_barometer%1:06:00::	man	_
7	mercury	cf|a	NN	mercury%1	_	un	35:42
8	barometer	cf|a	NN	barometer%1	_	un	43:52
9	_	aux	_	_	_	ignore	_
10	(	wf	punc	_	_	ignore	53:54
11	_	mwf	_	_	_	_	_
12	1608	wf	CD	1608	_	ignore	54:58
13	1647	wf	CD	1647	_	ignore	59:63
14	_	mwf	_	_	_	_	_
15	)	wf	punc	_	_	ignore	63:64
16	_	aux	_	_	_	_	_

# text = Japanese molecular biologist noted for his studies of how the immune system produces antibodies (born in 1939)
# id = 11345705-n-1
# type = def
1	Japanese	wf	JJ	Japanese%1|Japanese%3	japanese%3:01:00::	man	0:8
2	_	glob|a	_	molecular_biologist%1	molecular_biologist%1:18:00::	auto	_
3	molecular	cf|a	JJ	molecular%3	_	un	9:18
4	biologist	cf|a	NN	biologist%1	_	un	19:28
5	noted	wf	VBN	note%2|noted%3	note%2:32:00::	man	29:34
6	for	wf	IN	for	_	ignore	35:38
7	his	wf	PRP$	his	_	ignore	39:42
8	studies	wf	NNS	study%1|study%2	study%1:04:00::|study%1:10:00::	man	43:50
9	of	wf	IN	of	_	ignore	51:53
10	how	wf	WRB	how	_	ignore	54:57
11	the	wf	DT	the	_	ignore	58:61
12	_	glob|b	_	immune_system%1	immune_system%1:08:00::	auto	_
13	immune	cf|b	JJ	immune%1|immune%3	_	un	62:68
14	system	cf|b	NN	system%1	_	un	69:75
15	produces	wf	NNS	produce%1|produce%2	produce%2:36:03::	man	76:84
16	antibodies	wf	NNS	antibody%1	antibody%1:27:00::	auto	85:95
17	_	aux	_	_	_	ignore	_
18	(	wf	punc	_	_	ignore	96:97
19	_	mwf	_	_	_	_	_
20	born	wf	VBN	bear%2|born%3	_	un	97:101
21	in	wf	IN	in	_	ignore	102:104
22	1939	wf	CD	1939	_	ignore	105:109
23	_	mwf	_	_	_	_	_
24	)	wf	punc	_	_	ignore	109:110
25	_	aux	_	_	_	_	_

# text = Italian conductor of many orchestras worldwide (1867-1957)
# id = 11346257-n-1
# type = def
1	Italian	wf	JJ	Italian%1|Italian%3	_	un	0:7
2	conductor	wf	NN	conductor%1	conductor%1:18:00::	man	8:17
3	of	wf	IN	of	_	ignore	18:20
4	many	wf	DT	many	_	ignore	21:25
5	orchestras	wf	NNS	orchestra%1	orchestra%1:14:00::	man	26:36
6	worldwide	wf	JJ	worldwide%3	worldwide%5:00:00:intercontinental:00|worldwide%5:00:00:international:00	man	37:46
7	_	aux	_	_	_	ignore	_
8	(	wf	punc	_	_	ignore	47:48
9	_	mwf	_	_	_	_	_
10	1867	wf	CD	1867	_	ignore	48:52
11	1957	wf	CD	1957	_	ignore	53:57
12	_	mwf	_	_	_	_	_
13	)	wf	punc	_	_	ignore	57:58
14	_	aux	_	_	_	_	_

# text = French neurologist (1857-1904)
# id = 11346568-n-1
# type = def
1	French	wf	NNP	French%1|French%2|French%3	french%3:01:00::	man	0:6
2	neurologist	wf	NN	neurologist%1	neurologist%1:18:00::	auto	7:18
3	_	aux	_	_	_	ignore	_
4	(	wf	punc	_	_	ignore	19:20
5	_	mwf	_	_	_	_	_
6	1857	wf	CD	1857	_	ignore	20:24
7	1904	wf	CD	1904	_	ignore	25:29
8	_	mwf	_	_	_	_	_
9	)	wf	punc	_	_	ignore	29:30
10	_	aux	_	_	_	_	_

# text = Russian author remembered for two great novels (1828-1910)
# id = 11345378-n-1
# type = def
1	Russian	wf	JJ	Russian%1|Russian%3	russian%3:01:00::	man	0:7
2	author	wf	NN	author%1|author%2	author%1:18:00::	man	8:14
3	remembered	wf	VBN	remember%2	_	un	15:25
4	for	wf	IN	for	_	ignore	26:29
5	two	wf	CD	two	_	ignore	30:33
6	great	wf	JJ	great%1|great%3	_	un	34:39
7	novels	wf	NNS	novel%1	novel%1:10:00::	man	40:46
8	_	aux	_	_	_	ignore	_
9	(	wf	punc	_	_	ignore	47:48
10	_	mwf	_	_	_	_	_
11	1828	wf	CD	1828	_	ignore	48:52
12	1910	wf	CD	1910	_	ignore	53:57
13	_	mwf	_	_	_	_	_
14	)	wf	punc	_	_	ignore	57:58
15	_	aux	_	_	_	_	_

# text = Japanese army officer who initiated the Japanese attack on Pearl Harbor and who assumed dictatorial control of Japan during World War II; he was subsequently tried and executed as a war criminal (1884-1948)
# id = 11344733-n-1
# type = def
1	Japanese	wf	JJ	Japanese%1|Japanese%3	japanese%3:01:00::	man	0:8
2	_	glob|c	_	army_officer%1	army_officer%1:18:00::	auto	_
3	army	cf|c	NN	army%1	_	un	9:13
4	officer	cf|c	NN	officer%1|officer%2	_	un	14:21
5	who	wf	WP	who	_	ignore	22:25
6	initiated	wf	VBN	initiate%2	_	un	26:35
7	the	wf	DT	the	_	ignore	36:39
8	Japanese	wf	JJ	Japanese%1|Japanese%3	japanese%3:01:00::	man	40:48
9	attack	wf	NN	attack%1|attack%2	attack%1:04:00::	man	49:55
10	on	wf	IN	on	_	ignore	56:58
11	_	glob|b	_	Pearl_Harbor%1	pearl_harbor%1:15:00::	auto	_
12	Pearl	cf|b	NNP	Pearl	_	un	59:64
13	Harbor	cf|b	NNP	Harbor	_	un	65:71
14	and	wf	CC	and	_	ignore	72:75
15	who	wf	WP	who	_	ignore	76:79
16	assumed	wf	VBN	assume%2|assumed%3	assume%2:41:00::	man	80:87
17	dictatorial	wf	JJ	dictatorial%3	dictatorial%3:01:00::	man	88:99
18	control	wf	NN	control%1|control%2	_	un	100:107
19	of	wf	IN	of	_	ignore	108:110
20	Japan	wf	NNP	Japan%1	japan%1:15:00::	man	111:116
21	during	wf	IN	during	_	ignore	117:123
22	_	glob|a	_	World_War_II%1	world_war_ii%1:04:00::	auto	_
23	World	cf|a	NNP	World	_	un	124:129
24	War	cf|a	NNP	War	_	un	130:133
25	II	cf|a	NNP	II%1	_	un	134:136
26	;	wf	punc	_	_	ignore	136:137
27	he	wf	PRP	he	_	ignore	138:140
28	was	wf	VBD	be%2	_	un	141:144
29	subsequently	wf	RB	subsequently%4	subsequently%4:02:00::	auto	145:157
30	tried	wf	VBN	try%2|tried%3	try%2:41:00::	man	158:163
31	and	wf	CC	and	_	ignore	164:167
32	executed	wf	VBN	execute%2|executed%3	execute%2:41:00::	man	168:176
33	as	wf	IN	as	_	ignore	177:179
34	a	wf	DT	a	_	ignore	180:181
35	_	glob|d	_	war_criminal%1	war_criminal%1:18:00::	auto	_
36	war	cf|d	NN	war%1|war%2	_	un	182:185
37	criminal	cf|d	NN	criminal%1|criminal%3	_	un	186:194
38	_	aux	_	_	_	ignore	_
39	(	wf	punc	_	_	ignore	195:196
40	_	mwf	_	_	_	_	_
41	1884	wf	CD	1884	_	ignore	196:200
42	1948	wf	CD	1948	_	ignore	201:205
43	_	mwf	_	_	_	_	_
44	)	wf	punc	_	_	ignore	205:206
45	_	aux	_	_	_	_	_

# text = French painter who portrayed life in the cafes and music halls of Montmartre (1864-1901)
# id = 11346391-n-1
# type = def
1	French	wf	JJ	French%1|French%2|French%3	french%3:01:00::	man	0:6
2	painter	wf	NN	painter%1	painter%1:18:00::	man	7:14
3	who	wf	WP	who	_	ignore	15:18
4	portrayed	wf	VBN	portray%2|portrayed%3	_	un	19:28
5	life	wf	NN	life%1	_	un	29:33
6	in	wf	IN	in	_	ignore	34:36
7	the	wf	DT	the	_	ignore	37:40
8	cafes	wf	NN	cafe%1	cafe%1:06:00::	auto	41:46
9	and	wf	CC	and	_	ignore	47:50
10	_	glob|a	_	music_hall%1	music_hall%1:06:00::	man	_
11	music	cf|a	NN	music%1	_	un	51:56
12	halls	cf|a	NN	hall%1	_	un	57:62
13	of	wf	IN	of	_	ignore	63:65
14	Montmartre	wf	NNP	Montmartre%1	montmartre%1:15:00::	auto	66:76
15	_	aux	_	_	_	ignore	_
16	(	wf	punc	_	_	ignore	77:78
17	_	mwf	_	_	_	_	_
18	1864	wf	CD	1864	_	ignore	78:82
19	1901	wf	CD	1901	_	ignore	83:87
20	_	mwf	_	_	_	_	_
21	)	wf	punc	_	_	ignore	87:88
22	_	aux	_	_	_	_	_

# text = the Spaniard who as Grand Inquisitor was responsible for the death of thousands of Jews and suspected witches during the Spanish Inquisition (1420-1498)
# id = 11345878-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	Spaniard	wf	NNP	Spaniard%1	spaniard%1:18:00::	auto	4:12
3	who	wf	WP	who	_	ignore	13:16
4	as	wf	IN	as	_	ignore	17:19
5	_	glob|b	_	Grand_Inquisitor%1	grand_inquisitor%1:18:00::	auto	_
6	Grand	cf|b	NNP	Grand	_	un	20:25
7	Inquisitor	cf|b	NNP	Inquisitor%1	_	un	26:36
8	was	wf	VBD	be%2	_	un	37:40
9	responsible	wf	JJ	responsible%3	_	un	41:52
10	for	wf	IN	for	_	ignore	53:56
11	the	wf	DT	the	_	ignore	57:60
12	death	wf	NN	death%1	death%1:11:00::	man	61:66
13	of	wf	IN	of	_	ignore	67:69
14	thousands	wf	NNS	thousand%1	_	un	70:79
15	of	wf	IN	of	_	ignore	80:82
16	Jews	wf	NNP	Jew%1	jew%1:18:00::	auto	83:87
17	and	wf	CC	and	_	ignore	88:91
18	suspected	wf	JJ	suspect%2|suspected%3	suspected%3:00:00::	man	92:101
19	witches	wf	NNS	witch%1|witch%2	witch%1:18:01::|witch%1:18:03::	man	102:109
20	during	wf	IN	during	_	ignore	110:116
21	the	wf	DT	the	_	ignore	117:120
22	_	glob|a	_	Spanish_Inquisition%1	spanish_inquisition%1:14:00::	auto	_
23	Spanish	cf|a	NNP	Spanish%1|Spanish%3	_	un	121:128
24	Inquisition	cf|a	NNP	Inquisition%1	_	un	129:140
25	_	aux	_	_	_	ignore	_
26	(	wf	punc	_	_	ignore	141:142
27	_	mwf	_	_	_	_	_
28	1420	wf	CD	1420	_	ignore	142:146
29	1498	wf	CD	1498	_	ignore	147:151
30	_	mwf	_	_	_	_	_
31	)	wf	punc	_	_	ignore	151:152
32	_	aux	_	_	_	_	_

# text = United States operatic soprano (1903-1972)
# id = 11348047-n-1
# type = def
1	_	glob|a	_	United_States%1	_	un	_
2	United	cf|a	NNP	United	_	un	0:6
3	States	cf|a	NNP	State%1	_	un	7:13
4	operatic	wf	JJ	operatic%3	operatic%3:01:00::	auto	14:22
5	soprano	wf	NN	soprano%1|soprano%3	soprano%1:18:00::	man	23:30
6	_	aux	_	_	_	ignore	_
7	(	wf	punc	_	_	ignore	31:32
8	_	mwf	_	_	_	_	_
9	1903	wf	CD	1903	_	ignore	32:36
10	1972	wf	CD	1972	_	ignore	37:41
11	_	mwf	_	_	_	_	_
12	)	wf	punc	_	_	ignore	41:42
13	_	aux	_	_	_	_	_

# text = United States physicist who developed the laser and maser principles for producing high-intensity radiation (1915-)
# id = 11346873-n-1
# type = def
1	_	glob|a	_	United_States%1	_	un	_
2	United	cf|a	NNP	United	_	un	0:6
3	States	cf|a	NNP	State%1	_	un	7:13
4	physicist	wf	NN	physicist%1	physicist%1:18:00::	auto	14:23
5	who	wf	WP	who	_	ignore	24:27
6	developed	wf	VBD	develop%2|developed%3	_	un	28:37
7	the	wf	DT	the	_	ignore	38:41
8	laser	wf	NN	laser%1	laser%1:06:00::	auto	42:47
9	and	wf	CC	and	_	ignore	48:51
10	maser	wf	NN	maser%1	maser%1:06:00::	auto	52:57
11	principles	wf	NNS	principle%1	_	un	58:68
12	for	wf	IN	for	_	ignore	69:72
13	producing	wf	VBG	produce%2	_	un	73:82
14	high	wf	JJ	high%1|high%3|high%4	_	un	83:87
15	intensity	wf	NN	intensity%1	_	un	88:97
16	radiation	wf	NN	radiation%1	_	un	98:107
17	_	aux	_	_	_	ignore	_
18	(	wf	punc	_	_	ignore	108:109
19	1915-	wf	CD	1915-	_	ignore	109:114
20	)	wf	punc	_	_	ignore	114:115
21	_	aux	_	_	_	_	_

# text = United States architect who was noted for his design and construction of truss bridges (1784-1844)
# id = 11346710-n-1
# type = def
1	_	glob|a	_	United_States%1	_	un	_
2	United	cf|a	NNP	United	_	un	0:6
3	States	cf|a	NNP	State%1	_	un	7:13
4	architect	wf	NN	architect%1	architect%1:18:00::	auto	14:23
5	who	wf	WP	who	_	ignore	24:27
6	was	wf	VBZ	be%2	_	un	28:31
7	noted	wf	VBN	note%2|noted%3	_	un	32:37
8	for	wf	IN	for	_	ignore	38:41
9	his	wf	PRP$	his	_	ignore	42:45
10	design	wf	NN	design%1|design%2	_	un	46:52
11	and	wf	CC	and	_	ignore	53:56
12	construction	wf	NN	construction%1	_	un	57:69
13	of	wf	IN	of	_	ignore	70:72
14	_	glob|b	_	truss_bridge%1	truss_bridge%1:06:00::	auto	_
15	truss	cf|b	NN	truss%1|truss%2	_	un	73:78
16	bridges	cf|b	NN	bridge%1|bridge%2	_	un	79:86
17	_	aux	_	_	_	ignore	_
18	(	wf	punc	_	_	ignore	87:88
19	_	mwf	_	_	_	_	_
20	1784	wf	CD	1784	_	ignore	88:92
21	1844	wf	CD	1844	_	ignore	93:97
22	_	mwf	_	_	_	_	_
23	)	wf	punc	_	_	ignore	97:98
24	_	aux	_	_	_	_	_

# text = English historian who studied the rise and fall of civilizations looking for cyclical patterns (1889-1975)
# id = 11347317-n-1
# type = def
1	English	wf	JJ	English%1|English%3	english%3:01:00::	man	0:7
2	historian	wf	NN	historian%1	historian%1:18:00::	auto	8:17
3	who	wf	WP	who	_	ignore	18:21
4	studied	wf	VBN	study%2|studied%3	study%2:31:02::	man	22:29
5	the	wf	DT	the	_	ignore	30:33
6	rise	wf	NN	rise%1|rise%2	_	un	34:38
7	and	wf	CC	and	_	ignore	39:42
8	fall	wf	NN	fall%1|fall%2	fall%1:11:01::	man	43:47
9	of	wf	IN	of	_	ignore	48:50
10	civilizations	wf	NNS	civilization%1	civilization%1:14:00::	man	51:64
11	_	glob|a	_	look_for%2	look_for%2:37:00::	man	_
12	looking	cf|a	VBG	looking%1|look%2|looking%3	_	un	65:72
13	for	cf|a	IN	for	_	ignore	73:76
14	cyclical	wf	JJ	cyclical%3	cyclical%3:00:00::	auto	77:85
15	patterns	wf	NNS	pattern%1|pattern%2	_	un	86:94
16	_	aux	_	_	_	ignore	_
17	(	wf	punc	_	_	ignore	95:96
18	_	mwf	_	_	_	_	_
19	1889	wf	CD	1889	_	ignore	96:100
20	1975	wf	CD	1975	_	ignore	101:105
21	_	mwf	_	_	_	_	_
22	)	wf	punc	_	_	ignore	105:106
23	_	aux	_	_	_	_	_

# text = English botanist who was one of the first to collect specimens of plants (1570-1638)
# id = 11347674-n-1
# type = def
1	English	wf	JJ	English%1|English%3	english%3:01:00::	man	0:7
2	botanist	wf	NN	botanist%1	botanist%1:18:00::	auto	8:16
3	who	wf	WP	who	_	ignore	17:20
4	was	wf	VBD	be%2	_	un	21:24
5	one	wf	CD	one	_	ignore	25:28
6	of	wf	IN	of	_	ignore	29:31
7	the	wf	DT	the	_	ignore	32:35
8	first	wf	JJ	first%1|first%3|first%4	_	un	36:41
9	to	wf	TO	to	_	ignore	42:44
10	collect	wf	VB	collect%1|collect%2|collect%3|collect%4	_	un	45:52
11	specimens	wf	NNS	specimen%1	specimen%1:09:00::	man	53:62
12	of	wf	IN	of	_	ignore	63:65
13	plants	wf	NNS	plant%1|plant%2	plant%1:03:00::	man	66:72
14	_	aux	_	_	_	ignore	_
15	(	wf	punc	_	_	ignore	73:74
16	_	mwf	_	_	_	_	_
17	1570	wf	CD	1570	_	ignore	74:78
18	1638	wf	CD	1638	_	ignore	79:83
19	_	mwf	_	_	_	_	_
20	)	wf	punc	_	_	ignore	83:84
21	_	aux	_	_	_	_	_

# text = United States golfer (born in 1939)
# id = 11348812-n-1
# type = def
1	_	glob|a	_	United_States%1	_	un	_
2	United	cf|a	NNP	United	_	un	0:6
3	States	cf|a	NNP	State%1	_	un	7:13
4	golfer	wf	NN	golfer%1	golfer%1:18:00::	auto	14:20
5	_	aux	_	_	_	ignore	_
6	(	wf	punc	_	_	ignore	21:22
7	_	mwf	_	_	_	_	_
8	born	wf	VBN	bear%2|born%3	_	un	22:26
9	in	wf	IN	in	_	ignore	27:29
10	1939	wf	CD	1939	_	ignore	30:34
11	_	mwf	_	_	_	_	_
12	)	wf	punc	_	_	ignore	34:35
13	_	aux	_	_	_	_	_

# text = United States literary critic (1905-1975)
# id = 11349092-n-1
# type = def
1	_	glob|b	_	United_States%1	_	un	_
2	United	cf|b	NNP	United	_	un	0:6
3	States	cf|b	NNP	State%1	_	un	7:13
4	_	glob|a	_	literary_critic%1	literary_critic%1:18:00::	auto	_
5	literary	cf|a	JJ	literary%3	_	un	14:22
6	critic	cf|a	NN	critic%1	_	un	23:29
7	_	aux	_	_	_	ignore	_
8	(	wf	punc	_	_	ignore	30:31
9	_	mwf	_	_	_	_	_
10	1905	wf	CD	1905	_	ignore	31:35
11	1975	wf	CD	1975	_	ignore	36:40
12	_	mwf	_	_	_	_	_
13	)	wf	punc	_	_	ignore	40:41
14	_	aux	_	_	_	_	_

# text = English actor and theatrical producer noted for his lavish productions of Shakespeare (1853-1917)
# id = 11348160-n-1
# type = def
1	English	wf	JJ	English%1|English%3	english%3:01:00::	man	0:7
2	actor	wf	NN	actor%1	actor%1:18:00::	man	8:13
3	and	wf	CC	and	_	ignore	14:17
4	_	glob|a	_	theatrical_producer%1	theatrical_producer%1:18:00::	auto	_
5	theatrical	cf|a	JJ	theatrical%1|theatrical%3	_	un	18:28
6	producer	cf|a	NN	producer%1	_	un	29:37
7	noted	wf	VBN	note%2|noted%3	note%2:32:00::	man	38:43
8	for	wf	IN	for	_	ignore	44:47
9	his	wf	PRP$	his	_	ignore	48:51
10	lavish	wf	JJ	lavish%2|lavish%3	lavish%5:00:00:rich:03	man	52:58
11	productions	wf	NN	production%1	production%1:10:00::	man	59:70
12	of	wf	IN	of	_	ignore	71:73
